timestamp,mcpm1x0,mcpm2x5,mcpm4x0,mcpm10,mcpm2x5_aqi,mcpm10_aqi,ncpm1x0,ncpm2x5,ncpm4x0,ncpm10,latitude,longitude,serial
2025-06-10 12:15:50,1,1,1,1,4,1,12,12,12,12,-16.49776654,-68.13375393,81432433034
2025-06-10 12:30:50,1,1,1,1,4,1,11,11,11,11,-16.49776654,-68.13375393,81432433034
2025-06-10 12:45:50,3,3,3,3,13,3,27,28,28,28,-16.49776654,-68.13375393,81432433034
2025-06-10 13:00:50,1,1,1,1,4,1,12,12,12,12,-16.49776654,-68.13375393,81432433034
2025-06-10 13:15:50,1,1,1,1,4,1,13,13,13,13,-16.49776654,-68.13375393,81432433034
2025-06-10 13:30:50,1,1,1,1,4,1,11,11,11,11,-16.49776654,-68.13375393,81432433034
2025-06-10 13:45:50,1,1,1,1,4,1,11,11,11,11,-16.49776654,-68.13375393,81432433034
2025-06-10 14:00:50,1,1,1,1,4,1,11,11,11,11,-16.49776654,-68.13375393,81432433034
2025-06-10 14:15:50,2,2,2,2,8,2,14,15,15,15,-16.49776654,-68.13375393,81432433034
2025-06-10 14:30:50,2,3,3,3,13,3,24,24,24,24,-16.49776654,-68.13375393,81432433034
2025-06-10 14:45:50,1,1,1,1,4,1,9,9,9,9,-16.49776654,-68.13375393,81432433034
2025-06-10 15:00:50,1,1,1,1,4,1,10,10,10,10,-16.49776654,-68.13375393,81432433034
2025-06-10 15:15:50,1,1,1,1,4,1,9,10,10,10,-16.49776654,-68.13375393,81432433034
2025-06-10 15:30:50,1,1,1,1,4,1,14,14,14,14,-16.49776654,-68.13375393,81432433034
2025-06-10 15:45:50,1,1,1,1,4,1,10,10,10,10,-16.49776654,-68.13375393,81432433034
2025-06-10 16:00:50,1,1,1,1,4,1,13,13,13,13,-16.49776654,-68.13375393,81432433034
2025-06-10 16:15:50,1,1,1,1,4,1,11,11,11,11,-16.49776654,-68.13375393,81432433034
2025-06-10 16:30:50,1,1,1,1,4,1,10,11,11,11,-16.49776654,-68.13375393,81432433034
2025-06-10 16:45:50,1,1,1,1,4,1,14,14,14,14,-16.49776654,-68.13375393,81432433034
2025-06-10 17:00:50,1,1,1,1,4,1,12,12,12,12,-16.49776654,-68.13375393,81432433034
2025-06-10 17:15:50,1,1,1,1,4,1,13,13,13,13,-16.49776654,-68.13375393,81432433034
2025-06-10 17:30:50,2,2,2,2,8,2,17,17,17,17,-16.49776654,-68.13375393,81432433034
2025-06-10 17:45:50,2,2,2,2,8,2,19,20,20,20,-16.49776654,-68.13375393,81432433034
2025-06-10 18:00:50,2,2,2,2,8,2,22,22,22,22,-16.49776654,-68.13375393,81432433034
2025-06-10 18:15:50,2,2,2,2,8,2,22,22,22,22,-16.49776654,-68.13375393,81432433034
2025-06-10 18:30:50,2,2,2,2,8,2,23,23,23,23,-16.49776654,-68.13375393,81432433034
2025-06-10 18:45:50,2,3,3,3,13,3,25,25,25,25,-16.49776654,-68.13375393,81432433034
2025-06-10 19:00:50,2,2,2,2,8,2,23,23,23,23,-16.49776654,-68.13375393,81432433034
2025-06-10 19:15:50,3,3,3,3,13,3,28,28,28,28,-16.49776654,-68.13375393,81432433034
2025-06-10 19:30:50,3,3,3,3,13,3,28,28,28,28,-16.49776654,-68.13375393,81432433034
2025-06-10 19:45:50,6,6,6,6,25,6,59,59,59,59,-16.49776654,-68.13375393,81432433034
2025-06-10 20:00:50,4,5,5,5,21,5,46,46,46,46,-16.49776654,-68.13375393,81432433034
2025-06-10 20:15:50,3,3,3,3,13,3,32,32,32,32,-16.49776654,-68.13375393,81432433034
2025-06-10 20:30:50,3,4,4,4,17,4,35,35,35,35,-16.49776654,-68.13375393,81432433034
2025-06-10 20:45:50,3,3,3,3,13,3,30,30,30,30,-16.49776654,-68.13375393,81432433034
2025-06-10 21:00:50,2,3,3,3,13,3,25,25,25,25,-16.49776654,-68.13375393,81432433034
