timestamp,mcpm1x0,mcpm2x5,mcpm4x0,mcpm10,mcpm2x5_aqi,mcpm10_aqi,ncpm1x0,ncpm2x5,ncpm4x0,ncpm10,latitude,longitude,serial
2025-06-11 03:32:56,1,1,1,1,4,1,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-11 03:47:56,1,1,1,1,4,1,15,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-11 04:02:56,1,1,1,2,4,2,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-11 04:17:56,1,1,1,2,4,2,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-11 04:32:56,2,2,2,2,8,2,19,19,19,19,-16.49774355,-68.1336612,81432433010
2025-06-11 04:47:56,1,1,1,1,4,1,15,15,15,15,-16.49774355,-68.1336612,81432433010
2025-06-11 05:02:56,1,1,1,1,4,1,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-11 05:17:56,2,2,2,2,8,2,19,19,19,19,-16.49774355,-68.1336612,81432433010
2025-06-11 05:32:56,2,2,2,2,8,2,19,19,19,19,-16.49774355,-68.1336612,81432433010
2025-06-11 05:47:56,1,1,1,1,4,1,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-11 06:02:56,2,2,2,2,8,2,21,21,21,21,-16.49774355,-68.1336612,81432433010
2025-06-11 06:17:56,2,2,2,2,8,2,21,21,21,21,-16.49774355,-68.1336612,81432433010
2025-06-11 06:32:56,2,2,2,2,8,2,19,19,19,19,-16.49774355,-68.1336612,81432433010
2025-06-11 06:47:56,2,2,2,2,8,2,20,20,20,20,-16.49774355,-68.1336612,81432433010
2025-06-11 07:02:56,2,2,2,2,8,2,19,19,20,20,-16.49774355,-68.1336612,81432433010
2025-06-11 07:17:56,2,2,2,2,8,2,19,19,19,19,-16.49774355,-68.1336612,81432433010
2025-06-11 07:32:56,2,2,2,2,8,2,25,25,25,25,-16.49774355,-68.1336612,81432433010
2025-06-11 07:47:56,3,3,3,3,13,3,31,31,31,31,-16.49774355,-68.1336612,81432433010
2025-06-11 08:02:56,3,3,3,3,13,3,35,36,36,36,-16.49774355,-68.1336612,81432433010
2025-06-11 08:17:56,3,3,3,3,13,3,32,33,33,33,-16.49774355,-68.1336612,81432433010
2025-06-11 08:32:56,2,2,2,2,8,2,26,26,26,26,-16.49774355,-68.1336612,81432433010
2025-06-11 08:47:56,2,2,2,2,8,2,22,22,22,22,-16.49774355,-68.1336612,81432433010
2025-06-11 09:02:56,3,4,4,4,17,4,37,37,37,37,-16.49774355,-68.1336612,81432433010
2025-06-11 09:17:56,3,3,3,3,13,3,33,33,33,33,-16.49774355,-68.1336612,81432433010
2025-06-11 09:32:56,3,3,3,3,13,3,29,30,30,30,-16.49774355,-68.1336612,81432433010
2025-06-11 09:47:56,2,2,2,2,8,2,22,22,22,22,-16.49774355,-68.1336612,81432433010
2025-06-11 10:02:56,2,2,2,2,8,2,20,21,21,21,-16.49774355,-68.1336612,81432433010
2025-06-11 10:17:56,2,2,2,2,8,2,23,23,23,23,-16.49774355,-68.1336612,81432433010
2025-06-11 10:32:56,1,1,1,1,4,1,13,13,13,13,-16.49774355,-68.1336612,81432433010
2025-06-11 10:47:56,2,2,2,2,8,2,19,19,19,19,-16.49774355,-68.1336612,81432433010
2025-06-11 11:02:56,2,2,2,2,8,2,15,15,15,15,-16.49774355,-68.1336612,81432433010
2025-06-11 11:17:56,2,2,2,2,8,2,15,15,15,15,-16.49774355,-68.1336612,81432433010
2025-06-11 11:32:56,1,1,1,1,4,1,10,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-11 11:47:56,1,1,1,1,4,1,12,12,12,12,-16.49774355,-68.1336612,81432433010
2025-06-11 12:02:56,1,1,1,1,4,1,12,12,12,12,-16.49774355,-68.1336612,81432433010
2025-06-11 12:17:56,1,2,2,2,8,2,15,15,15,15,-16.49774355,-68.1336612,81432433010
2025-06-11 12:32:56,2,2,2,2,8,2,18,18,18,18,-16.49774355,-68.1336612,81432433010
2025-06-11 12:47:56,2,2,2,2,8,2,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-11 13:02:56,2,2,2,2,8,2,15,15,15,15,-16.49774355,-68.1336612,81432433010
2025-06-11 13:17:56,2,2,2,2,8,2,18,18,18,18,-16.49774355,-68.1336612,81432433010
2025-06-11 13:32:56,2,2,2,2,8,2,21,21,21,21,-16.49774355,-68.1336612,81432433010
2025-06-11 13:47:56,2,2,2,2,8,2,21,21,21,21,-16.49774355,-68.1336612,81432433010
2025-06-11 14:02:56,3,3,3,3,13,3,28,28,28,28,-16.49774355,-68.1336612,81432433010
2025-06-11 14:17:56,2,2,2,2,8,2,21,21,21,21,-16.49774355,-68.1336612,81432433010
2025-06-11 14:32:56,2,2,2,2,8,2,19,19,19,19,-16.49774355,-68.1336612,81432433010
2025-06-11 14:47:56,2,2,2,2,8,2,18,18,18,18,-16.49774355,-68.1336612,81432433010
2025-06-11 15:02:56,2,2,2,2,8,2,19,19,19,19,-16.49774355,-68.1336612,81432433010
2025-06-11 15:17:56,2,2,2,2,8,2,20,20,20,20,-16.49774355,-68.1336612,81432433010
2025-06-11 15:32:56,1,2,2,2,8,2,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-11 15:47:56,1,2,2,2,8,2,17,17,17,17,-16.49774355,-68.1336612,81432433010
2025-06-11 16:02:56,1,1,1,1,4,1,15,15,15,15,-16.49774355,-68.1336612,81432433010
2025-06-11 16:17:56,2,2,2,2,8,2,17,17,17,17,-16.49774355,-68.1336612,81432433010
2025-06-11 16:32:56,2,2,2,2,8,2,24,24,24,24,-16.49774355,-68.1336612,81432433010
2025-06-11 16:47:56,2,2,2,2,8,2,18,18,18,18,-16.49774355,-68.1336612,81432433010
2025-06-11 17:02:56,2,2,2,2,8,2,19,20,20,20,-16.49774355,-68.1336612,81432433010
2025-06-11 17:17:56,1,2,2,2,8,2,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-11 17:32:56,2,2,2,2,8,2,18,18,18,18,-16.49774355,-68.1336612,81432433010
2025-06-11 17:47:56,2,2,2,2,8,2,20,20,20,20,-16.49774355,-68.1336612,81432433010
2025-06-11 18:02:56,2,2,2,2,8,2,22,22,22,22,-16.49774355,-68.1336612,81432433010
2025-06-11 18:17:56,3,4,4,4,17,4,37,37,37,37,-16.49774355,-68.1336612,81432433010
2025-06-11 18:32:56,4,4,4,4,17,4,45,45,45,45,-16.49774355,-68.1336612,81432433010
2025-06-11 18:47:56,2,3,3,3,13,3,28,28,28,28,-16.49774355,-68.1336612,81432433010
2025-06-11 19:02:56,3,3,3,3,13,3,33,33,33,33,-16.49774355,-68.1336612,81432433010
2025-06-11 19:17:56,3,4,4,4,17,4,38,38,38,38,-16.49774355,-68.1336612,81432433010
2025-06-11 19:32:56,3,3,3,4,13,4,34,35,35,35,-16.49774355,-68.1336612,81432433010
2025-06-11 19:47:56,3,3,3,3,13,3,34,35,35,35,-16.49774355,-68.1336612,81432433010
2025-06-11 20:02:56,3,3,3,3,13,3,36,36,36,36,-16.49774355,-68.1336612,81432433010
2025-06-11 20:17:56,6,7,7,7,29,6,70,71,71,71,-16.49774355,-68.1336612,81432433010
2025-06-11 20:32:56,3,3,3,3,13,3,34,34,34,34,-16.49774355,-68.1336612,81432433010
2025-06-11 20:47:56,3,3,3,3,13,3,30,30,30,30,-16.49774355,-68.1336612,81432433010
2025-06-11 21:02:56,3,3,4,4,13,4,38,38,38,38,-16.49774355,-68.1336612,81432433010
2025-06-11 21:17:56,5,5,5,5,21,5,55,55,55,55,-16.49774355,-68.1336612,81432433010
2025-06-11 21:32:56,5,5,5,5,21,5,55,55,55,55,-16.49774355,-68.1336612,81432433010
2025-06-11 21:47:56,4,4,4,4,17,4,46,46,46,46,-16.49774355,-68.1336612,81432433010
2025-06-11 22:02:56,3,3,3,3,13,3,31,32,32,32,-16.49774355,-68.1336612,81432433010
2025-06-11 22:17:56,4,4,5,5,17,5,49,50,50,50,-16.49774355,-68.1336612,81432433010
2025-06-11 22:32:56,5,5,5,5,21,5,55,55,55,55,-16.49774355,-68.1336612,81432433010
2025-06-11 22:47:56,3,4,4,4,17,4,41,41,41,41,-16.49774355,-68.1336612,81432433010
2025-06-11 23:02:56,3,3,3,3,13,3,36,36,36,36,-16.49774355,-68.1336612,81432433010
2025-06-11 23:17:56,3,3,3,3,13,3,37,37,37,37,-16.49774355,-68.1336612,81432433010
2025-06-11 23:32:56,2,3,3,3,13,3,29,29,29,29,-16.49774355,-68.1336612,81432433010
2025-06-11 23:47:56,2,3,3,3,13,3,29,29,29,29,-16.49774355,-68.1336612,81432433010
2025-06-12 00:02:56,2,2,2,2,8,2,21,21,21,22,-16.49774355,-68.1336612,81432433010
2025-06-12 00:17:56,2,2,2,2,8,2,20,20,20,20,-16.49774355,-68.1336612,81432433010
2025-06-12 00:32:56,1,1,1,1,4,1,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-12 00:47:56,1,1,1,2,4,2,14,14,14,14,-16.49774355,-68.1336612,81432433010
2025-06-12 01:02:56,1,1,1,1,4,1,13,13,13,13,-16.49774355,-68.1336612,81432433010
2025-06-12 01:17:56,1,1,1,1,4,1,12,12,12,12,-16.49774355,-68.1336612,81432433010
2025-06-12 01:32:56,1,1,1,1,4,1,11,11,11,11,-16.49774355,-68.1336612,81432433010
2025-06-12 01:47:56,1,1,1,1,4,1,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-12 02:02:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 02:17:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-12 02:32:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-12 02:47:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 03:02:56,1,1,1,1,4,1,7,7,7,7,-16.49774355,-68.1336612,81432433010
2025-06-12 03:17:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 03:32:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-12 03:47:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 04:02:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 04:17:56,1,1,1,1,4,1,10,11,11,11,-16.49774355,-68.1336612,81432433010
2025-06-12 04:32:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 04:47:56,1,1,1,1,4,1,10,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-12 05:02:56,1,1,1,1,4,1,10,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-12 05:17:56,1,1,1,1,4,1,14,14,14,14,-16.49774355,-68.1336612,81432433010
2025-06-12 05:32:56,1,1,1,1,4,1,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-12 05:47:56,1,1,1,1,4,1,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-12 06:02:56,1,1,1,1,4,1,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-12 06:17:56,1,1,1,1,4,1,14,14,14,14,-16.49774355,-68.1336612,81432433010
2025-06-12 06:32:56,2,2,2,2,8,2,19,19,19,19,-16.49774355,-68.1336612,81432433010
2025-06-12 06:47:56,2,2,2,2,8,2,25,25,25,25,-16.49774355,-68.1336612,81432433010
2025-06-12 07:02:56,3,3,3,3,13,3,33,33,33,33,-16.49774355,-68.1336612,81432433010
2025-06-12 07:17:56,3,3,3,3,13,3,34,35,35,35,-16.49774355,-68.1336612,81432433010
2025-06-12 07:32:56,3,3,3,3,13,3,33,33,33,33,-16.49774355,-68.1336612,81432433010
2025-06-12 07:47:56,3,3,3,3,13,3,33,34,34,34,-16.49774355,-68.1336612,81432433010
2025-06-12 08:02:56,3,3,3,3,13,3,38,38,38,38,-16.49774355,-68.1336612,81432433010
2025-06-12 08:17:56,3,3,3,3,13,3,30,30,30,30,-16.49774355,-68.1336612,81432433010
2025-06-12 08:32:56,3,3,3,3,13,3,36,36,36,36,-16.49774355,-68.1336612,81432433010
2025-06-12 08:47:56,3,3,3,3,13,3,35,35,35,35,-16.49774355,-68.1336612,81432433010
2025-06-12 09:02:56,3,3,3,3,13,3,30,31,31,31,-16.49774355,-68.1336612,81432433010
2025-06-12 09:17:56,4,4,4,4,17,4,45,45,45,45,-16.49774355,-68.1336612,81432433010
2025-06-12 09:32:56,5,5,5,5,21,5,54,54,54,54,-16.49774355,-68.1336612,81432433010
2025-06-12 09:47:56,3,4,4,4,17,4,38,38,38,38,-16.49774355,-68.1336612,81432433010
2025-06-12 10:02:56,2,2,3,3,8,3,25,25,25,25,-16.49774355,-68.1336612,81432433010
2025-06-12 10:17:56,3,3,3,3,13,3,32,32,32,32,-16.49774355,-68.1336612,81432433010
2025-06-12 10:32:56,3,3,3,3,13,3,26,27,27,27,-16.49774355,-68.1336612,81432433010
2025-06-12 10:47:56,3,3,3,3,13,3,31,31,31,31,-16.49774355,-68.1336612,81432433010
2025-06-12 11:02:56,2,2,3,3,8,3,24,24,24,24,-16.49774355,-68.1336612,81432433010
2025-06-12 11:17:56,3,3,3,3,13,3,28,28,28,28,-16.49774355,-68.1336612,81432433010
2025-06-12 11:32:56,3,3,3,3,13,3,29,29,29,29,-16.49774355,-68.1336612,81432433010
2025-06-12 11:47:56,2,2,2,2,8,2,21,21,21,21,-16.49774355,-68.1336612,81432433010
2025-06-12 12:02:56,2,2,2,2,8,2,15,15,15,15,-16.49774355,-68.1336612,81432433010
2025-06-12 12:17:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-12 12:32:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-12 12:47:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 13:02:56,1,1,1,1,4,1,13,13,13,13,-16.49774355,-68.1336612,81432433010
2025-06-12 13:17:56,1,1,1,1,4,1,10,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-12 13:32:56,1,1,1,1,4,1,7,7,7,7,-16.49774355,-68.1336612,81432433010
2025-06-12 13:47:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 14:02:56,1,1,1,1,4,1,12,12,12,12,-16.49774355,-68.1336612,81432433010
2025-06-12 14:17:56,1,1,1,1,4,1,10,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-12 14:32:56,1,1,1,1,4,1,10,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-12 14:47:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 15:02:56,1,1,1,1,4,1,7,7,7,7,-16.49774355,-68.1336612,81432433010
2025-06-12 15:17:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-12 15:32:56,1,1,1,1,4,1,10,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-12 15:47:56,2,2,2,2,8,2,23,23,23,23,-16.49774355,-68.1336612,81432433010
2025-06-12 16:02:56,3,3,3,3,13,3,34,34,34,34,-16.49774355,-68.1336612,81432433010
2025-06-12 16:17:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-12 16:32:56,1,1,1,1,4,1,10,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-12 16:47:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-12 17:02:56,1,1,1,1,4,1,13,13,13,13,-16.49774355,-68.1336612,81432433010
2025-06-12 17:17:56,1,1,1,1,4,1,12,12,12,12,-16.49774355,-68.1336612,81432433010
2025-06-12 17:32:56,2,2,2,2,8,2,17,17,17,17,-16.49774355,-68.1336612,81432433010
2025-06-12 17:47:56,2,2,2,2,8,2,22,22,22,22,-16.49774355,-68.1336612,81432433010
2025-06-12 18:02:56,3,3,3,3,13,3,33,33,33,33,-16.49774355,-68.1336612,81432433010
2025-06-12 18:17:56,5,5,5,5,21,5,54,55,55,55,-16.49774355,-68.1336612,81432433010
2025-06-12 18:32:56,3,4,4,4,17,4,39,39,39,39,-16.49774355,-68.1336612,81432433010
2025-06-12 18:47:56,4,4,4,4,17,4,40,40,40,40,-16.49774355,-68.1336612,81432433010
2025-06-12 19:02:56,4,4,4,4,17,4,44,45,45,45,-16.49774355,-68.1336612,81432433010
2025-06-12 19:17:56,10,11,11,11,46,10,117,118,118,118,-16.49774355,-68.1336612,81432433010
2025-06-12 19:32:56,3,3,3,3,13,3,33,33,33,33,-16.49774355,-68.1336612,81432433010
2025-06-12 19:47:56,3,3,3,3,13,3,31,32,32,32,-16.49774355,-68.1336612,81432433010
2025-06-12 20:02:56,2,3,3,3,13,3,28,28,28,28,-16.49774355,-68.1336612,81432433010
2025-06-12 20:17:56,3,3,3,3,13,3,34,34,34,34,-16.49774355,-68.1336612,81432433010
2025-06-12 20:32:56,4,4,4,4,17,4,44,44,44,44,-16.49774355,-68.1336612,81432433010
2025-06-12 20:47:56,3,3,3,3,13,3,32,32,32,32,-16.49774355,-68.1336612,81432433010
2025-06-12 21:02:56,3,3,3,3,13,3,33,33,33,33,-16.49774355,-68.1336612,81432433010
2025-06-12 21:17:56,3,4,4,4,17,4,39,39,39,39,-16.49774355,-68.1336612,81432433010
2025-06-12 21:32:56,3,3,3,3,13,3,31,31,31,31,-16.49774355,-68.1336612,81432433010
2025-06-12 21:47:56,2,3,3,3,13,3,29,29,29,29,-16.49774355,-68.1336612,81432433010
2025-06-12 22:02:56,3,4,4,4,17,4,41,41,41,41,-16.49774355,-68.1336612,81432433010
2025-06-12 22:17:56,5,5,5,5,21,5,55,55,55,55,-16.49774355,-68.1336612,81432433010
2025-06-12 22:32:56,4,4,4,4,17,4,46,46,46,46,-16.49774355,-68.1336612,81432433010
2025-06-12 22:47:56,4,4,4,4,17,4,43,43,43,43,-16.49774355,-68.1336612,81432433010
2025-06-12 23:02:56,3,3,3,3,13,3,36,36,36,36,-16.49774355,-68.1336612,81432433010
2025-06-12 23:17:56,2,3,3,3,13,3,27,27,27,27,-16.49774355,-68.1336612,81432433010
2025-06-12 23:32:56,2,2,2,2,8,2,24,25,25,25,-16.49774355,-68.1336612,81432433010
2025-06-12 23:47:56,2,2,2,2,8,2,21,21,21,21,-16.49774355,-68.1336612,81432433010
2025-06-13 00:02:56,2,2,2,2,8,2,21,21,21,21,-16.49774355,-68.1336612,81432433010
2025-06-13 00:17:56,1,2,2,2,8,2,18,18,18,18,-16.49774355,-68.1336612,81432433010
2025-06-13 00:32:56,1,1,1,1,4,1,14,14,14,14,-16.49774355,-68.1336612,81432433010
2025-06-13 00:47:56,1,1,2,2,4,2,16,16,16,16,-16.49774355,-68.1336612,81432433010
2025-06-13 01:02:56,1,1,1,1,4,1,14,14,14,14,-16.49774355,-68.1336612,81432433010
2025-06-13 01:17:56,2,2,2,2,8,2,22,22,22,22,-16.49774355,-68.1336612,81432433010
2025-06-13 01:32:56,1,1,1,1,4,1,13,13,13,13,-16.49774355,-68.1336612,81432433010
2025-06-13 01:47:56,1,1,1,1,4,1,10,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-13 02:02:56,1,1,1,1,4,1,11,12,12,12,-16.49774355,-68.1336612,81432433010
2025-06-13 02:17:56,1,1,1,1,4,1,13,13,13,13,-16.49774355,-68.1336612,81432433010
2025-06-13 02:32:56,2,3,3,3,13,3,28,29,29,29,-16.49774355,-68.1336612,81432433010
2025-06-13 02:47:56,1,1,1,1,4,1,14,14,14,14,-16.49774355,-68.1336612,81432433010
2025-06-13 03:02:56,1,1,1,1,4,1,9,9,9,9,-16.49774355,-68.1336612,81432433010
2025-06-13 03:17:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-13 03:32:56,1,1,1,1,4,1,7,7,7,7,-16.49774355,-68.1336612,81432433010
2025-06-13 03:47:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-13 04:02:56,1,1,1,1,4,1,8,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-13 04:17:56,1,1,1,1,4,1,7,7,7,7,-16.49774355,-68.1336612,81432433010
2025-06-13 04:32:56,1,1,1,1,4,1,7,8,8,8,-16.49774355,-68.1336612,81432433010
2025-06-13 04:47:56,1,1,1,1,4,1,9,10,10,10,-16.49774355,-68.1336612,81432433010
2025-06-13 05:02:56,2,2,2,2,8,2,20,20,20,20,-16.49774355,-68.1336612,81432433010
2025-06-13 05:17:56,1,1,1,1,4,1,11,11,11,11,-16.49774355,-68.1336612,81432433010
2025-06-13 05:32:56,1,1,1,1,4,1,12,13,13,13,-16.49774355,-68.1336612,81432433010
2025-06-13 05:47:56,1,1,1,1,4,1,11,11,11,11,-16.49774355,-68.1336612,81432433010
2025-06-13 06:02:56,1,1,1,1,4,1,15,15,15,15,-16.49774355,-68.1336612,81432433010
2025-06-13 06:17:56,1,1,1,1,4,1,15,16,16,16,-16.49774355,-68.1336612,81432433010
