timestamp,mcpm1x0,mcpm2x5,mcpm4x0,mcpm10,mcpm2x5_aqi,mcpm10_aqi,ncpm1x0,ncpm2x5,ncpm4x0,ncpm10,latitude,longitude,serial
2025-06-10 11:45:19,1,1,1,1,4,1,10,10,10,10,-16.49777968,-68.13373051,81432433001
2025-06-10 12:00:19,1,1,1,1,4,1,10,10,10,10,-16.49777968,-68.13373051,81432433001
2025-06-10 12:15:19,1,1,1,1,4,1,11,11,11,11,-16.49777968,-68.13373051,81432433001
2025-06-10 12:30:19,1,1,1,1,4,1,10,10,10,10,-16.49777968,-68.13373051,81432433001
2025-06-10 12:45:19,2,2,2,2,8,2,23,23,23,23,-16.49777968,-68.13373051,81432433001
2025-06-10 13:00:19,1,1,1,1,4,1,11,11,11,11,-16.49777968,-68.13373051,81432433001
2025-06-10 13:15:19,1,1,1,1,4,1,10,10,10,10,-16.49777968,-68.13373051,81432433001
2025-06-10 13:30:19,1,1,1,1,4,1,9,9,9,9,-16.49777968,-68.13373051,81432433001
2025-06-10 13:45:19,1,1,1,1,4,1,10,10,10,10,-16.49777968,-68.13373051,81432433001
2025-06-10 14:00:19,1,1,1,1,4,1,10,10,10,10,-16.49777968,-68.13373051,81432433001
2025-06-10 14:15:19,1,1,1,1,4,1,13,13,13,13,-16.49777968,-68.13373051,81432433001
2025-06-10 14:30:19,2,2,2,2,8,2,21,21,21,21,-16.49777968,-68.13373051,81432433001
2025-06-10 14:45:19,1,1,1,1,4,1,9,9,9,9,-16.49777968,-68.13373051,81432433001
2025-06-10 15:00:19,1,1,1,1,4,1,10,10,10,10,-16.49777968,-68.13373051,81432433001
2025-06-10 15:15:19,1,1,1,1,4,1,9,9,9,9,-16.49777968,-68.13373051,81432433001
2025-06-10 15:30:19,1,1,1,1,4,1,11,11,11,11,-16.49777968,-68.13373051,81432433001
2025-06-10 15:45:19,1,1,1,1,4,1,10,10,10,10,-16.49777968,-68.13373051,81432433001
2025-06-10 16:00:19,1,1,1,1,4,1,11,11,11,11,-16.49777968,-68.13373051,81432433001
2025-06-10 16:15:19,1,1,1,1,4,1,11,11,11,11,-16.49777968,-68.13373051,81432433001
2025-06-10 16:30:19,1,1,1,1,4,1,10,10,10,10,-16.49777968,-68.13373051,81432433001
2025-06-10 16:45:19,1,1,1,1,4,1,12,12,12,12,-16.49777968,-68.13373051,81432433001
