timestamp,mcpm1x0,mcpm2x5,mcpm4x0,mcpm10,mcpm2x5_aqi,mcpm10_aqi,ncpm1x0,ncpm2x5,ncpm4x0,ncpm10,latitude,longitude,serial
2025-05-16 05:56:03,1,2,2,2,8,2,17,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-16 06:11:03,1,1,1,1,4,1,16,16,16,16,-16.53967789,-68.06652807,81432432054
2025-05-16 06:26:03,1,2,2,2,8,2,17,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-16 06:41:03,1,1,1,1,4,1,15,15,15,15,-16.53967789,-68.06652807,81432432054
2025-05-16 06:56:03,1,1,1,1,4,1,14,14,14,14,-16.53967789,-68.06652807,81432432054
2025-05-16 07:11:03,1,1,1,1,4,1,14,14,14,14,-16.53967789,-68.06652807,81432432054
2025-05-16 07:26:03,1,1,1,1,4,1,13,13,13,13,-16.53967789,-68.06652807,81432432054
2025-05-16 07:41:03,1,1,1,1,4,1,14,14,14,14,-16.53967789,-68.06652807,81432432054
2025-05-16 07:56:03,2,2,2,2,8,2,18,18,18,18,-16.53967789,-68.06652807,81432432054
2025-05-16 08:11:03,1,2,2,2,8,2,17,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-16 08:26:03,1,2,2,2,8,2,16,16,16,16,-16.53967789,-68.06652807,81432432054
2025-05-16 08:41:03,1,2,2,2,8,2,17,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-16 08:56:03,2,2,2,2,8,2,23,23,23,23,-16.53967789,-68.06652807,81432432054
2025-05-16 09:11:03,2,2,2,2,8,2,24,24,24,24,-16.53967789,-68.06652807,81432432054
2025-05-16 09:26:03,2,2,2,2,8,2,23,24,24,24,-16.53967789,-68.06652807,81432432054
2025-05-16 09:41:03,2,2,2,2,8,2,23,24,24,24,-16.53967789,-68.06652807,81432432054
2025-05-16 09:56:03,2,2,2,2,8,2,26,26,27,27,-16.53967789,-68.06652807,81432432054
2025-05-16 10:11:03,2,2,2,2,8,2,23,23,23,23,-16.53967789,-68.06652807,81432432054
2025-05-16 10:26:03,2,2,2,2,8,2,27,27,27,27,-16.53967789,-68.06652807,81432432054
2025-05-16 10:41:03,3,3,3,3,13,3,32,32,32,32,-16.53967789,-68.06652807,81432432054
2025-05-16 10:56:03,4,4,4,4,17,4,42,42,42,42,-16.53967789,-68.06652807,81432432054
2025-05-16 11:11:03,4,4,4,4,17,4,44,44,44,44,-16.53967789,-68.06652807,81432432054
2025-05-16 11:26:03,4,4,4,4,17,4,45,45,46,46,-16.53967789,-68.06652807,81432432054
2025-05-16 11:41:03,4,4,4,4,17,4,47,47,47,47,-16.53967789,-68.06652807,81432432054
2025-05-16 11:56:03,4,4,4,4,17,4,41,41,41,41,-16.53967789,-68.06652807,81432432054
2025-05-16 12:11:03,3,3,3,3,13,3,33,33,33,33,-16.53967789,-68.06652807,81432432054
2025-05-16 12:26:03,2,3,3,3,13,3,28,28,28,28,-16.53967789,-68.06652807,81432432054
2025-05-16 12:41:03,2,2,2,2,8,2,25,25,25,25,-16.53967789,-68.06652807,81432432054
2025-05-16 12:56:03,2,2,2,2,8,2,21,21,21,21,-16.53967789,-68.06652807,81432432054
2025-05-16 13:11:03,2,2,2,2,8,2,18,18,18,18,-16.53967789,-68.06652807,81432432054
2025-05-16 13:26:03,1,1,1,1,4,1,15,15,15,15,-16.53967789,-68.06652807,81432432054
2025-05-16 13:41:03,1,1,1,1,4,1,15,15,15,15,-16.53967789,-68.06652807,81432432054
2025-05-16 13:56:03,1,1,1,1,4,1,14,14,14,14,-16.53967789,-68.06652807,81432432054
2025-05-16 14:11:03,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 14:26:03,1,1,1,1,4,1,10,10,10,10,-16.53967789,-68.06652807,81432432054
2025-05-16 14:47:49,1,1,1,1,4,1,10,10,10,10,-16.53967789,-68.06652807,81432432054
2025-05-16 15:02:49,1,1,1,1,4,1,9,9,9,9,-16.53967789,-68.06652807,81432432054
2025-05-16 15:17:49,1,1,1,1,4,1,9,9,9,9,-16.53967789,-68.06652807,81432432054
2025-05-16 15:32:49,1,1,1,1,4,1,10,10,10,10,-16.53967789,-68.06652807,81432432054
2025-05-16 15:47:49,1,1,1,1,4,1,10,10,10,10,-16.53967789,-68.06652807,81432432054
2025-05-16 16:02:49,1,1,1,1,4,1,8,8,8,8,-16.53967789,-68.06652807,81432432054
